content	label
电视厨艺比赛，他身为评委身居高位。 主持人采访他：“请问您吃过最美味的菜是哪一道？” 他冲着镜头诡秘一笑：“那年大三，晚上饿得要死的时候，我老婆居然为我偷偷煮了一碗泡面，那是我人生中最美的一餐～” 电视前的某人捏着筷子咬牙切齿，呸！明明是半夜溜回寝室抢了我的晚饭!”	3
一中年男子来电：“我我我……” “先生，您不要着急，您遇到什么问题了？” “我在你们的机器上没有取到钱！” “是否是您的账上资金扣除了，但是机器没有吐钞呢？” “不，机器吐钱了。” “那您为什么没有取到钱呢？” “机器吐钱的时候，正好打了个雷，我吓了一跳，等我反应过来，钱又被机器吃进去了。”	3
古时，有一个尚书与侍郎矛盾很深，两人经常闹别扭。一次，两人在一个院中偶遇，旁边正好有一只狗趴在地上。 尚书指着狗对侍郎问到：侍郎（是狼）是狗？ 侍郎也不含糊，随口答到：这个很好区分，狗尾巴往下耷拉着，狼尾巴上竖（尚书）！	1
魏延：都说如今假货甚多，魏延不以为然，在集市上大叫：“谁敢卖我假货？谁敢卖我假货？谁敢卖我假货……” 然后买货物若干，回去鉴定，竟无一真货。	3
妻子：我昨夜梦见我变成科长太太。 丈夫：那就是我成为科长了。 妻子：不是这样，是我与科长结婚。	3
儿子：爸爸，女儿是爸爸前世的情人，是吗？ 爸爸：嗯，有这个说法。 儿子：那儿子呢？是妈妈前世的情人吗？ 爸爸：呵呵，不，傻孩子。儿子是爸爸前世的基友。	3
司机：「嫌我车开不好。真是岂有此理！我干这行已经十年啦。乘客们从没说过一句对我不满的话！」 客人：「是吗？请问你开什么车？」 司机：「灵车！」	3
一天，小明鼻青脸肿地回到家里。 你今天和谁打架了？妈妈大声道。 …… 我早就和你说，在你生气的时候，先从1数到50，要学会忍耐。 可……可是，小刚的妈妈只让他数到25。	3
记者问五十多岁的杨丽萍， 是为了舞蹈才不要孩子的吗？ 她回答说：“有些人的生命是为了传宗接代， 有些是享受，有些是体验，有些是旁观。 我是生命的旁观者，我来世上，就是看一棵树怎么生长， 河水怎么流，白云怎么飘，甘露怎么凝结。” “能再具体说说吗？” “生不出来。”	3
陪朋友打的去见一个网友， 快到的时候， 朋友指着不远处一个奇丑无比的女孩对司机说： “看到那个女的了吗？” “看到了，在那儿停？” “不，撞 死她！！！”	3
女：明天是我生日，你送我什么礼物？ 男：和去年一样。 女：去年你送我什么？ 男：和前年一样。 女：前年是送什么呢？ 男：前年我不认识你，所以什么也没送。	3
我去幼儿园接儿子，儿子说常老师布置了手工作业，要妈妈一起做。 “你们老师不是姓高吗？怎么变成了常老师？”我问。 他小脸的神情很不以为然道：“长和高不一样吗？”	2
我进了一家定做服装的商店，看到里面有一位男士在浏览已经做好的服装。 一位女士从试衣间出来了，穿着已经定做好的旗袍。 我小声的对身边这位男士说：这位女士是谁啊？身材太差了，穿什么样的旗袍都不好看！ 身边的男士看了我一眼，平静的说：她是我太太。 我慌忙改口：其实，您太太的身材很好，就是旗袍设计的太差！我真不敢相信是谁设计的？ 男士依旧平静的说：是我。	3
很久以前，有个傻子的邻居死了一条牛，牛是庄稼户的宝，所以邻居很伤心，失声痛哭。傻子的父亲就劝他说：牛死了又不能复活，哭有什么用？倒不如把牛皮剥下来，做鼓皮，把牛肉卖了，这样就有钱再买牛了。旧牛换成新牛，不是很好吗？ 邻居听了，觉得有道理，就依照傻子父亲的话去做，并送他一块牛肉表示谢意。 傻子看了这件事，很佩服父亲，决心要学父亲的样子。 一天，傻子外出，看到有个人死了父亲，伤心得嚎陶大哭。傻子就走过去劝他：人死不能复活，哭有什么用？倒不如把人皮剥下来，做鼓皮，把人肉卖了，这样就有钱再买个父亲了。旧父换新父，不是很好吗？ 傻子说完活后，还自以为得意，准备得到奖赏。那人立即赏给他一顿拳头。	3
一天，一位中年妇女到一家医院看病。妇女自述拇指发炎，医生看了看患者的拇指，决定拍个X光片，于是顺手写了一张检查单，对患者说道：“去放射科！”这位妇女看了看检查单，愣了一下，没敢多问就转身走了。 第二天，这位妇女带着儿子来到医院放射科，要求拍张母子合影的照片。放射科医生非常奇怪，于是告诉患者，医院不是照相馆。可是这位妇女坚持说是医生让他们来的，并拿出检查单。放射科医生打开一看，只见上面写着“母子照相”(拇指照相)。	1
小吉姆在一条轮船上当服务员。一天早上，他在轮船上送中饭时问道：船长，我可以问您一个问题吗？ 当然可以。小家伙。船长注意到小吉姆激动的样子。什么问题？ 有一样东西，要是你知道它在什么地方，算不算丢了？小吉姆问。 当然不算。船长说。 这么说，您的咖啡壶没有丢掉，因为我知道它在什么地方。 小吉姆微笑着说。 在哪儿？船长兴奋地说。 在海底！小吉姆说。	3
一同事在网上买了几十块的手机贴膜，自己贴的，全是气泡， 于是拿到手机贴膜的摊位去重新贴。摊主看了看同事的手机，看都不看就把贴膜撕下来， 问同事：“你自己贴的吧？” 同事：“是的。” 摊主：“你贴的是贴膜保护纸，贴膜让你扔了。”	3
小顺，小信结伴去郊游。回来后被警察逮捕，原因是他们各自偷了一样东西。分别是什么？ 小顺偷了羊、小信偷了‘来’，因为“顺手牵羊，信手拈来”	2
著名演员六小龄童当年拍摄《西游记》 时曾因劳累过度而导致声线受损， 不得不去看医生。 医生检查完他的声带后， 面色凝重地对他说道： “唉，你这喉头……” 六小龄童听完啪就是一巴掌： “你跟我这儿装啥观音菩萨！”	1
女生常说：“男人没有一个是好东西。” 所以当一个女生对你说：“你是个好人”时，你基本上就死了， 因为你在她心目中已经正式退出了男人的行列，从而失去了进一步发展的可能。 只有当一个女生对你说：“你这个死鬼”时，你才真是个好人。	2
从前，龙王在海滨遇见了一只青蛙。龙王问蛙：你喜怒时将会怎样？ 青蛙说：我喜欢时，就在清风明月夜一股劲地咕叭鸣叫；发怒时就先涨大眼凸出眼珠子，接着便鼓胀起肚子，最后把肚子胀过了也就泄气了。	2
一夫妇新婚，睡至晌午不起。母嫌其贪睡，遣婢潜往探之。婢覆曰：官人、娘子，大家才起得一半了。母问何故，婢曰：官人起了上半身，娘子只起得下半身着哩。	2
有个人带着仆人外出赴宴，每回只顾自己吃喝，从不顾仆人。 有一回，仆人用墨把自己的嘴涂黑，站在他的身旁。他见了便说：你这奴才嘴怎么这样？ 仆人答道：老爷只顾您的嘴，莫顾我的嘴。	2
老师：你这篇作文怎么前后风格、语调完全不同呢？ 学生：我爸爸和我妈妈根本就没有共同语言。	2
一位85岁的老太太在丈夫去世后，想再找一个老伴。经人安排，她和一位90岁的老头子相亲了。相亲回来，老太太却不大高兴。 介绍人问：“怎么不高兴啊，发生什么事了吗？” 老太太嘟囔着说：“噢，没什么大事，就是我抽了他三个耳光！” “怎么？”介绍人吃惊地问，“他对你无礼了？” “没有，”老太太回答，“是他反应太迟钝了，我还以为他死了！”	3
公园里，一对男女青年在聊天，男的对女的说：“可以吻你吗？” 女的说：“不要脸！” 男的说：“那就嘴吧！”	2
甲：别人一直骂我刚出生的弟弟“无耻”。 乙：为什么啊？ 甲：因为我弟弟没有牙齿，所以…… 乙：-_-	1
柯南从巴黎回来，对妻子讲述他在歌剧院门口的经历：我在那儿看到许多漂亮的女子，而且一个比一个美。 妻子生气了：你根本没想我！ 当然想了！为此我还花了20个法郎！ 为什么？ 我当时想起了你，就啐了一口因此须交20法郎的罚金！	3
在课堂上，老师说：“女人有了孩子，女和子是好字，人人喜欢。良好的女人，女和良是娘字，要受尊敬。为了儿女辛苦一辈子的女人是婆婆，波和女是婆，脸上带波纹的女人......所以我们要爱护女性，尊重女性” 突然一同学站起来说：“老师，女人干活怎么解释？” 老师：“女和干是，是，啊......”老师说不出话来。 这时笨嘴笑道：“女和干是奸字，所以我们更要爱护女人，不能让她们干活，因为女人一干活就是干坏事！”	3
有位富翁，对文章一窍不通，有人向他借马，写了封信来说：偶欲他出，祈借骏足一乘。富翁看了大怒说：我只有这两只脚，怎能借给别人？我的朋友很多，要是大家都来借，我岂不要大解八块了吗？ 有个友人在一旁解释说：他信上说的‘骏足’，是指马足。富翁听了更恼火，说：我的足是马足，我看他的腿是驴腿，他的头还是狗头呢！	2
小明年纪小，自己一直不单独上厕所，非得让妈妈跟他一起去。 一天妈妈在外面忙，看到小明自己从厕所出来，便问：今天你怎么自己去厕所了？ 小明说：我以为你不在家呢。	3
一个一心想当歌唱家的女孩，刚刚上完一课。她向音乐老师问道： 就您看来，我的声音将来会不会有什么成就？ 噢，这个，音乐老师回答，碰到火警，你的声音倒可以派上用场。	3
丈夫热衷于钓鱼，他把自己所钓到的大鱼、名贵鱼拍成相片，贴在床头墙壁上。并且一一注上它们的名称、重量以及垂钓地点，乐此不疲。 妻子见状，便将自己的玉照挂在丈夫床头，并在旁边注明：美人鱼，49.5Kg，钓于人民公园。	2
跟女朋友坐公交车，人特多，只好跟她挤在一起站着。 然后，她掐我胳膊玩，我就掐她腿。 可是任我怎么使劲掐她，她都跟没事人似的。我回头一看，一大叔快哭了……	3
阿凡提和一位朋友一起去钓鱼。那位朋友突然钓到了一条大鱼，那鱼欢蹦乱跳，使劲打挺，使那位朋友怎么也抓不住它，他便问阿凡提：阿凡提，用什么方法能把它弄死啊？ 正在聚精会神钓鱼的阿凡提连看都不看，回答道：快，扔到水里把它淹死！	3
遇见两个法国人。一个可能是教汉语的老师，另一个应该是他学生。 老师高兴地指着中国日历对学生说：看，这两个字念'雷锋'。这是雷锋纪念日。他在中国非常有名，因为他生前帮助过很多人） 学生佩服地说：啊，你真是见多识广！说完俩人高兴地走了。 我凑过去一看，见日历上写的是：“霜降。”	2
淘气的女儿总惹奶奶生气，奶奶实在忍不住了就说：你在不听话，奶奶的脾气一会儿就下来了！ 女儿把奶奶看了半天，奇怪的问：奶奶：你的脾气能下到哪儿去？	2
我在实验室做试验时被实验鼠咬了一口，正想问老师会不会得鼠疫，没想到老师紧张地问我：“实验小鼠吃的是中草药饲料，喝的是蒸馏水。你没啥病吧？”	3
我们有一个女数学教师，四川人，普通话还可以，可就是“吻”和“问”总是分不清。 有一次她给我们讲完一道题问大家说：“大家听明白了吗？不明白的话可以起来‘吻’我。”同学们一听都惊讶了，都你看看我我看看你的，没一个人起来。 她又说：“怎么，不好意思起来‘吻’是不是呀？” 同学们一听更是愕然了，有的同学快笑出来了。 老师一看还是没人问就说：“都这么大了，还不敢‘吻’呀，好了，不会的等下课后到我办公室，没人的时候‘吻’我。”	1
来大学快一年了，和室友上下铺关系也差不多三百个日夜。好兄弟之间，果然是无私的，给予帮助，居然持久如厮。 每个清晨，总是他叫醒我，我非常感激他，有他，我不会迟到。真的真的是非常感激他，而且有他在，我每天清晨都能证明一个真理，原来，响屁，真的不臭！ 拯救我吧，阿门！	3
车站等待检票，前面是个一手抱着孩子一手提着包的女子。 小男孩不知道为什么一个劲的扯着嗓子哭， 女子哄不住急的满头大汗就吓唬孩子：“你再哭就把你甩地上啦！”， 孩子根本不买帐，又是踢脚又是甩胳膊。 我实在看不下去了，对她说：“我来帮你”。 在她充满感激的目光里我抱过孩子一把扔了出去。	3
上课，有点无聊，就拿着手机在玩。 同桌说：“你进百度搜，看能搜到我的名字吗？” 我说：“你的名字百度不一定找的到,但搜狗一定搜得到” 同桌想了半天说：“你小子在骂我！”	2
阿三从商场出来时，正好碰上局长座驾红旗轿车经过。司机看见阿三，把窗子摇下来，道车里没人，力邀阿三坐上去，送阿三回家。 阿三受宠若惊，赶忙坐到副驾驶的位上，在路人艳羡的目光中，回到了居民区。红旗轿车离去后，阿三又赶紧打的，跑了两站路，回到商场，骑回自己寄存在那儿的自行车。	3
冬天的时候，校门口来了卖烧饼的 可惜俺的口袋是比脸还干净 然后，只能眼巴巴的看着童鞋们买 就在这时、卖烧饼的大喊：“卖烧饼了，凉了不要钱。” 于是我跑了过去说：“大哥，给我来个凉的吧！” 卖烧饼的瞬间在北风中凌乱了。	3
“大点儿怎么啦？女大三抱金砖啊！快告诉老妈，咱未来儿媳到底比你大多少呀？” 儿子低头沉默了一小会儿，说：“九块砖。”	3
玩QQ欢乐斗地主，因忘准备而被一个蓝钻3级的玩家请出了房间。 腾讯就立刻弹出个网页，里面是各种蓝钻开通的渠道。我浅笑一下就关闭了它！我有那么小气和恶毒吗？	3
妈：去学学跳舞吧，一点气质都没有 我：学什么舞啊 妈：那个叫什么来着，钢管舞！	3
政论家到他女儿就读的学校演讲，受到学生的几次热烈鼓掌。 回到家后，他得意地对女儿说：“爸爸演讲，得到你们同学那么多掌声，你该感到很骄傲吧！” 女儿说：“告诉你一个秘密，每次我们同学鼓掌鼓得特别有劲，就是希望那个演讲的人快点结束。”	3
一架波音727在伊豆海面上坠落了，乘务员、乘客全体遭难，是个悲惨的事件。某公司的经理因出租汽车耽搁，没有赶上搭乘这架飞机，于是电台的记者采访他。 您在那千钧一发之际，没赶上飞机，真是万幸哪！ 托福托福。不过，幸运还不止于此呢！ 还有什么呢？ 我的内人赶上了那架飞机。	3
姑娘：好多次，我总觉得你的个性跟我小时候一模一样。 情郎：是吗，我们两人真是个性相同。 姑娘：小时候，我很喜次撒谎。 情郎：……	3
西吉斯蒙德（1368--1437年）于1411年任神圣罗马帝国君主。有一回，他在宫廷里大谈人生哲学，有一个大臣就顺他：在这个世界上，人是这样的脆弱，而且终究不免一死，那么怎样才能获得较为持久的幸福？有没有什么秘诀？ 君主胸有成竹地回答：当然有，那就是只要在健康时把那些生病时只好允许别人去干的事都干掉，就会获得持久的幸福。	3
一天早晨，丈夫钓了几小时鱼以后，回住所睡觉歇乏去了。 虽然女的不熟悉这个湖，但她驾着丈夫钓鱼的船离开了岸。 她划了一段水，在湖中抛了锚，又去读她的书。 这时一名治安官坐着船来了，他让他的船靠上了女士的船后说道：“早晨好，女士，你在做什么？” “读书。”她答道，她想，这不是明摆着吗？“你在限制渔猎区钓鱼。” “但是，长官，我没有钓鱼，你不是看到的吗？” “可你拥有全部的设备，我必须带你去一趟警察局。” “假如你那样干，我就告你非礼我！”女人厉声喝道。 “一位美丽文雅的女士怎么能血口喷人呢？你知道，我没碰你一指头。” 治安官抱怨道。 “是的，这没错。”女人回答道，“但你拥有全部的设备。”	3
华华打车送女朋友回家，给司机100， 他说找不开，问有零钱没有？ 华华没有，女朋友就把钱给了， 下车把女朋友送到门口， 就准备自己回家，见司机车还没走， 就上车对师傅说：“麻烦有卖烟的地方停下，我花钱。” 师傅说：“不用，我找的开，我只是见不惯现在女的老爱嘛事都让男的掏钱。”	3
上了船，这个人就把耳朵堵起来，不去听开饭的铃声，同在一间舱房的乘客叫吃饭，他也装作不舒服，早饭午饭都不去餐厅吃。 但到了晚上，他实在熬不了了，把心一横：即使把我痛打一顿，也要去吃一顿饱饭。他走到餐厅，把侍者端上的汤呀菜呀，吃的一干二净，并且准备挨打一顿，他用纸巾抹了抹嘴巴，硬着头皮说：“结帐！”结帐？侍者很奇怪，“不需结帐，乘客的一日三餐都包括在船票里。”	3
一美女在老师提问时踊跃地举起了手，老师就叫她站起来回答问题。 她答一半后，发现自己的思路错了，答不下去了，就吞吞吐吐起来。 在这紧要关头，一张纸条飞到了她的面前， 她似乎感觉到终于有英雄救美了。 她眼睛向纸条一瞟，上面写道：“你死定了！”	3
有一个妇人，她老公常常喝醉后才回家。于是，她决定帮他改掉这个恶习。 万圣节当晚，她穿着一件魔鬼戏服，躲在一棵树的后面，准备在她老公回家的路上吓一吓他。当她老公走近时，她手持干草叉，头戴红帽，拖着一条长尾巴跳到他的面前。 老公问：“你是谁？” 妇人答：“我是魔鬼。” 她老公接着说：“走，和我一起回去，我已经娶了你妹妹了。”	3
毛毛正在上幼儿园大班。 课堂上，老师问道：“小朋友，谁能回答孔融为什么拿最小的梨啊？” 毛毛站起来回答：“拿小的很快吃完，可以再吃第二个！”	3
一只母蟹喜欢上一只直行的公蟹，婚后却发现公蟹也是横行，于是非常生气。 亲爱的，公蟹解释道：我可不能天天喝那么多呀！	3
半夜失眠，去洗手间抽烟，看见一只蟑螂，跟它聊了好长时间。 烟抽完了，于是我一脚踩死它回去睡觉了， 因为它知道的太多了……	3
先生：咖啡怎么这么苦？ 太太：我给你放了两块糖怎么还苦？ 先生：是呀？ 太太：那估计是它们结婚了。	2
3月31日， 他在北京发来消息：“我明天去看你，来接我，好么？” 她在南京，开心地回复：“恩啊” 第二天，她在车站搜寻过往人群中他的身影， 期待又焦急“你到底在哪儿？” “傻瓜，你不会真在车站吧，今天是愚人节哎，哈哈哈…” 她顿住了，泪无声落下，失落、委屈…却被人从身后轻轻抱住， 熟悉的声音：“傻瓜，就知道你会来，即使是愚人节，我又怎么舍得骗你…” 女孩转过身，娇滴滴的说道：“干爹你好坏哦 ~呜~呜~呜~”。	3
和爹妈聊天， 老妈一脸郁闷的说：“你长得这么丑，没有人要啊。” 儿子陷入了深沉的自卑中，老爸在旁边说了句“别这样说！” 儿子一脸高兴地看着老爸，还是你疼我。 老爸接了一句：“总还是有眼瞎的。”	3
安安刚睡着，就叫蚊子叮了一口。他起来赶蚊子，却怎么也赶不出去。没法，便指着蚊子说：好吧，你不出去我出去。边说边就出了房子，把门使劲闭严，得意地说：哼，老子今晚不进屋睡了，非把你饿死不可！	3
一天，一对夫妻去参加朋友的生日宴会。 趁着妻子去洗手间的时间，丈夫开始在酒席上吹牛。 有人问他：“听说你和你老婆很恩爱？” 这位先生：“那当然了，她见了我就像见了老虎。” 正好这时被他的妻子听到，妻子问：“亲爱的，到底谁是老虎呀？” 丈夫只好讨好妻子说：“我是老虎，您当然是武松啦。”	3
课堂上老师刚走出教室， 男孩拍了拍前排女生的肩膀“终于等到这一刻了，你能答应我一件事吗？” 女孩想起今天这个特殊的日子，脸红心跳的期待着男孩接下来的告白， 忙连连点头，男孩左右看了一下， 压低声音悄悄的说道：“待会老师来了告诉我一声，我要睡觉了，谢谢啊。”	3
同事甲：你发现没有？老总最近变化很大！ 同事乙：我注意到了，原来是秃头，现在戴假发了！ 同事甲：还有座驾也换成宝马了！ 同事乙：原来的车也不错，真没有必要换！ 同事甲：必须换！ 同事乙：为什么？ 同事甲：因为戴假发了！换成宝马，意思就是告诉别人，别摸我（BMW）！	1
“大夫，请问有什么能根治白发的方法吗？” “根治白发的良方就是彻底秃顶。”	3
教师指着黑板上写着的扑朔迷离’说：韩为同学，你说说这句成语的意思。 韩为站起来，推了推架在鼻梁上的高度近视眼镜，朝黑板上仔细地望了一会儿，无可奈何地说：看不清楚。 老师：韩为同学说对了，请坐下。	2
我到商店为哥哥买礼物，他有份好工作，买得起任何想要的东西，所以给他送礼很伤脑筋。一位迷人的导购小姐走来询问：需要帮忙吗？ 这儿有什么可以送给一无所缺的男人的吗？我问。 我的电话号码怎么样？她建议道。	3
朋友家有一个儿子，四五岁，在上幼儿园。 有一天在他们家，到吃饭时间主人家叫我们去吃饭，小朋友还在那里玩电脑，不去吃饭。 我就劝说：“小朋友，不去吃饭会长不高啊”。 然后小朋友：“不上学才长不高呢！”	3
新来的校长，抓学风很紧，自称心理咨询师， 欢迎各位同学去找他开导心理。一二货同学去找校长了， 说：“校长，我早恋了，怎么办？” 校长特和蔼的说：同学，别急，慢慢说，来，把你的名字和班级写下来。 第二天，那个二货就被处分了。。。	3
老师问道：孩子们，你们想知道第一个人是怎样出现的吗？ 小伊万从后排站起来，回答道：女士，其实我们更感兴趣的是世界上第三个人是怎以出来的。	3
罐罐和梅老师在家一起看《时尚王》 梅老师噙着口水感叹说：“女主角可真漂亮啊，要是能娶到这样的老婆，我就此生无憾了……。” 罐罐顿时内疚了：“哎，都因为你娶了我，所以还要一直上班~” 两人若无其事看了很久 罐罐：“你刚刚说的是“此生无憾”还是“辞职不干”？”	1
昨天一MM手机丢了，急得没办法告诉我同学，我同学那是相当镇静，掏出手机便开始跟那贼发短信聊起天来。 同学：妈要给你寄五千块钱，你把你建行卡号告诉我！ 贼很快回：213************。 同学：不对吧？我记得好像不是这个！ 贼：哦，这是我新办的卡，你先把钱打到这上吧！ 同学：好的，不过存款时好像还需要用你身份证号码确认，你把号码也发过来吧。 过了一会儿，贼：3245235********。 同学：咦？怎么只有15位？你身份证号不是十八位吗？你认真点儿好不好，要不妈就不给你寄钱了！ 贼很快回复：嘿嘿，刚才打错了，应该是23456546*******。 同学：好的！乖儿，你就老老实实地坐在家里等警察叔叔来抓你吧！ 然后我同学把身份证号送到海淀公安局，结果今天下午就拿到了手机！	3
比尔：“我父亲说，如果我克服了一切坏习惯，他就给我1万美元。” 约翰：“你克服了吗？” 比尔：“当然没有，没有了这些坏习惯，我拿了钱还有什么用呀！”	3
小学时上课爱睡觉，一次语文课老师布置的作业， 写一篇作文，题目是（假如我是蜘蛛）， 下课了问了同学。 晚上在家绞尽脑汁的写了一篇《假如我是只猪》。 后来。。后来我在学校火了 。。。	1
“你有房子吗？” “没有” “你有车吗？” “没有” “那你相毛亲？！” “我们家有一车的切糕！” “哎呀！死鬼，不早说！！”	3
吸烟者：“大夫，请您对我说实话。” 大夫：“你想知道什么？” 吸烟者：“您是不是发现我肺部有阴影？” 大夫；“请相信我，我什么也没有看见。” 吸烟者：“大夫，真的？” 大夫：“真的，因为你的肺部是一片漆黑，哪能看得见阴影！”	3
小玲刚从幼儿园回来就迫不及待地对爸爸说：爸爸，我觉得我们班的小冬很蠢！ 玲玲，不准骂人！ 今天老师问牛奶是从哪儿来的，他竟然说是从冰箱里。你说他蠢不蠢？小玲不屑地说。 爸爸摇了摇头，问：那你知道牛奶是从哪里来的吗？ 当然了！她很自信地说，是每天早晨妈妈从街上买的呗！	3
小朋友：一列火车经过，况且况且况且况且…… 老师批语：我死了算了。	1
有一个人特别爱面子，家里虽很穷，但总爱在人前炫耀，他每天总爱拿块猪油抹嘴，然后到外面跟别人说吃的什么什么好东西，一日，他正在家门外炫耀，他的儿子从家里跑出来，对他说，：爸爸，不好了，猫把你抹嘴的油偷走了，此人问：你娘怎么不追？儿子：娘的裤子不是你穿着呢吗？	3
一同学上课睡觉，老师走过来把他叫醒问：“你怎么了？为什么上课睡觉？” 同学说：“我难受。” 老师关切地问：“是不是生病了？” 同学淡定地说：“困得难受。”	3
小学的时候数学只考了70多分，回家老爸很生气拿起脚下的拖鞋就要打我， 我立马跪下，哇一声哭了说：“爸~您能不拿鞋子打我么，实在是太臭了…呜呜呜呜” 我爸一下子就笑岔了，后来他拿晾衣架追了我几条街。	3
一位太太买了一块地皮，可是没过多久就被大水淹了，她要求某房地产公司退钱。但公司不答应，双方为此争执不下。 于是，公司开了一个紧急会议，专门讨论该不该退钱的问题。 公司的职员七嘴八舌，有的说为了公司的信誉应该退钱，有的说不应该退钱，公司少做这么一笔生意太可惜了。老板一筹莫展，绞尽脑汁终于想出了一个两全其美的办法，说道：最明智的决策就是买一艘汽艇给她！	3
小五在班上外号叫FRIDAY。 有一天，他国文只考了55分。国文老师骂他说：用点实力好不好，考这么烂！ 小五就说：老师，我只有两粒，没有十粒。 突然有人冒出一句：老师，他有十粒就赚死了！ 小五：难怪董事长赚的比我多。 全班：为什么？ 小五：因为他的名字叫张万立啊！！	1
一位古板的老太太看电影时，前面坐的一对太亲热，她拍拍青年的肩头说：这是公共场所，你们难道没有别的地方可以去吗？ 青年转过身对她说：啊！老太太，你能劝她跟我去就好了！	3
一个人来到饭馆吃早点，招待员热情地端来了一盘茶烧蛋。 他尝出这蛋是臭的，便前去质问经理：你们为什么要给顾客吃坏蛋？ 经理便转过对招待员大声吼道：是呀，为什么要给顾客吃坏蛋？我不是多次说过：坏蛋只能用来做蛋糕。	2
甲：听说你太太要和你离婚了？ 乙：她说她不想纠缠在三角关系里。 甲：三角关系？是不是她知道你在外面有情人的事？ 乙：不是，她怀了她老板的孩子。	3
今天校长来听课。 老师拿着地球仪（记住这个关键）走进教室，对同学们说：“同学们，你们发现今天课室里多了什么东西吗？” 同学们都异口同声地回答：“校长！” 老师一气之下，大骂：“校长是东西吗？！” 学生：“校长不是东西！”	2
大学里睡大头觉睡惯了，刚上班，天天迟到，几乎天天都要被经理批评，常常还是上班迟到最久的一个。 今天我对经理说“经理，我保证，我明天一定改！” 第二天，果然得到了经理的夸奖：“不错，今天你是迟到的人里面，到的最早的一个。”	3
一次，前苏联领袖戈尔巴乔夫担心赶不上开会时间，就告诉他的司机开快车，司机因怕违章拒绝了他。戈尔巴乔夫便命令司机坐到他的后排座位上去，自己亲自驾车上路。 小车行驶不到几英里，就被巡逻队的警察拦住，警官派他的警士将违章者拘留起来。 几分钟后，那位警士回来报告说，坐车的人是一位显要人物，不好究办。 那是谁？警官询问警士。 我说不准，警官同志，警士回答说：不过戈尔巴乔夫是他的司机。	3
有一位即将结婚的小伙子对朋友说：结婚也有不好的地方。 朋友：这样的大喜事有什么不好的地方啊？ 小伙子：结婚以后我就会马上变老了。 朋友：为什么这样说呢？ 小伙子：你想啊！一旦结婚以后，妻子就叫我老公了，不是马上变老了吗?	2
私人侦探查里和他的助手吉姆一起调察一件杀人案。 某天，太阳快落山了，查里决定在原地搭帐篷休息。由于太累，他俩吃好完晚饭就钻到帐篷里睡了。 半夜，查里突然醒过来，看到满天的星星，推醒了睡在身旁的吉姆，问：看到天上的星星，你首先想到的是什么。吉姆打了个哈欠说：在这么多的恒星里，肯定有一个卫星在绕着某个恒星运转，而在这个卫星上，肯定有智慧生物存在。查里火了，大声喊到：白痴！我们的帐篷被偷了都不知道！	3
一群动物冲进24小时便利商店买东西。 因为太吵，都被店员打了出来。但是只有一只动物没挨打。 那是什么呢？羊。因为24小时便利店不打烊。	1
客服：“你要几等座？” 小明：“你们一共有几等？” 客服：“特等，一等，二等，等等，二等要多等一等。” 小明：“我看一下，等一等。” 客服：“别等了，再等一等也没了。” 小明：“那不等了，就这个吧。” 请问，小明最终买了几等座？A、特等；B、一等；C、二等；D、等等；E、别等；H、不等……	2
老师说：“请少数民族的同学举手，高考可以加分。” 全班只有三个同学没举手，三人觉得不公平。 其中一人举手说：“老师，我也少数民族。” 老师问：“你是什么族？”同学答：“我是天足。” 另一人也举手说：“老师，我也是少数民族。” 老师问：“你是什么族？”同学答：“我是平足。” 最后一人不服，说：“老师，我也是少数民族。” 老师问：“你是什么族？” 同学答：“我昨天睡眠不足。”	1
一对夫妻看着刚贴好的壁纸，丈夫不太满意，而妻子却无所谓。为此，丈夫很恼火，对妻子说：“咱们的分歧，就在于我是个要求完美的人，而你却不是。” “说得对极了。这就是为什么你娶了我，而我嫁给你。”	3
今天，二蛋子上歌厅，点名某小姐陪，小姐要三百他给一千，小姐觉得遇到贵人； 次晚二蛋子又点该小姐，小姐更卖劲，又得一千； 第三晚再点，小姐说；“从没遇过你这样的好人,你是哪里的？” 二蛋子说：“X省X县。” 小姐欢呼：“咱是同乡耶！你出来做啥？” 二蛋子说：“出差，你妈托我捎三千块钱给你！”	3
女同事小沈给朋友，电话通了，那头问：“你谁呀？” 小沈答道：“我是小沈呀！” 那头火了，回道：“你谁小婶呀？我还是你大爷呢！”说完挂断电话。	1
今天吃完饭,在校园里找了个长椅打了个盹,醒来居然发现饭盆里放了几毛钱。	3
女友羞涩地问男友：“自从咱俩认识以后，你感觉咋样？” 男友挠挠头：“我感觉每月工资都不够花……”	3
星期天，我正满头大喊地在家搞卫生，门铃响了，刚把门打开，一个三十多岁的女子拿出一些瓶子对我说：“你好，我是XX公司的销售员，我们公司在生产几套化妆品非常适合你，你就买一套吧，用了之后保证你能年轻好几岁。” 我只好说自己不买，但女子不依不饶，展开了又一轮的推销。 我见她如此难缠，只好说：“对不起，我是这户人家的保姆。” 女子一听，热情骤降。转身正准备离去时，七岁的女儿听到门口的说话声，从房间里走出来看热闹。 女子看到她后，脸上又立即堆起了笑容，说：“你是小主人吧，你妈妈在家吗？” 女儿说：“我不是小主人，我是保姆的女儿。”	3
