question1,question2,label,category
乙肝小三阳用中药有副作用吗我是一,乙肝患者能吃吗有没有什么副作用,0,hepatitis
乳房小叶增生会与乳腺癌有关系吗,乳腺癌是乳腺小叶增生引起的吗和乳腺小叶增生有关系吗,1,breast_cancer
二型糖尿病血糖应控制在什么范围内,二型糖尿病血糖控制在什么范围内正常？,1,diabetes
尿糖高的人应该吃什么食物,糖尿病患者什么能吃什么不能吃,1,diabetes
糖尿病干细胞移植需要多少钱,糖尿病的便秘怎么治疗,0,diabetes
糖尿病手脚冰凉是怎么回事？？？另外头发…,糖尿病人是否能吃香蕉。,0,diabetes
糖尿病便秘怎么办,糖尿病病人头晕，无力，呕吐，是怎么回事,0,diabetes
您好，请问糖尿病能否吃香蕉？,腹泻和糖尿病该怎么办！急急,0,diabetes
乳腺癌晚期骨转移严重吗,乳腺癌骨转移可以做珈玛刀手术吗,0,breast_cancer
乳腺癌化疗后如何升高白细胞的治,乳腺癌化疗后难受怎么办,0,breast_cancer
艾滋病会不会通过蚊子传播,蚊子叮过艾滋病患者的血液，再来叮自己，会不会被感染成艾滋病,1,aids
急！！请问惠来哪药店有卖《优思灵30R》胰岛素?,糖尿病患者如何做好口腔护理？,0,diabetes
乳腺囊肿会不会变成乳腺癌呢,乳腺囊肿会变成乳腺癌吗,1,breast_cancer
乳腺癌可能转移肺部吗,乳腺癌转移到肺部了怎么才能治根？,0,breast_cancer
被别人摸了会传染艾滋病吗,被艾滋病人抓破会不会被传染,0,aids
初期糖尿病的最佳饮食治疗方案,怀孕糖尿病对胎儿有什么影响,0,diabetes
糖尿病是因为吃糖吃的吗？,我妈妈刚查出糖尿病、是否能看好？,0,diabetes
手淫自慰是否会感染艾滋病,在公共厕所手淫会有感染艾滋的可能吗,1,aids
乳腺癌淋巴转移怎么治疗,乳腺癌转移到淋巴和颈是晚期吗？,0,breast_cancer
农忙劳累可以引发乙肝吗,注射乙肝疫苗有效期,0,hepatitis
糖尿病可以吃什么感冒药,1型糖尿病吃什么好,0,diabetes
高血压是否能够根治,高血压，糖尿病是否可以根治？,1,hypertension
中药能治疗高血压吗我不想吃西药,高血压会引起风瘫吗,0,hypertension
小孩子有艾滋病能活多久,艾滋病毒携带者能活多久,1,aids
糖尿病饭后必须运动吗,什么中药对于糖尿病有好处,0,diabetes
糖尿病会引起阴囊疼吗,糖尿病患者出现呕吐该怎么办,0,diabetes
有糖尿病的人可不可以吃菠萝?,糖尿病患者能吃白萝卜吗？,0,diabetes
糖尿病，会引起这样的疼痛吗？,糖尿病患者，脚着地疼痛是怎么回事？,1,diabetes
请问，高血压服药是饭前服好还是饭后服好？,肾血管性高血压的概念,0,hypertension
你好，糖尿病能喝酸奶么？,糖尿病患者能喝酸奶吗？,1,diabetes
艾滋病传播几率,艾滋病这样能传播吗,0,aids
碰到艾滋病血会感染艾滋病吗,艾滋病人的汗液碰到了伤口会不会感染艾滋病,0,aids
胃转流手术能彻底治疗糖尿病吗？,你知道用胃转流手术治疗糖尿病吗,1,diabetes
糖尿病病人，三餐吃什么？能降糖,糖尿病吃什么降血糖快,1,diabetes
糖尿病身体无力怎么办？,尿糖十214是怎么回事,0,diabetes
糖尿病黎明现象是什么意思,1型糖尿病有传染吗,0,diabetes
碰到艾滋病血会感染艾滋病吗,碰到血迹会被感染艾滋病吗,0,aids
高血压的危险程度,是否属高血压？,0,hypertension
糖尿病人子宫切除吃什么好,患者如何自己判断糖尿病足血管病变？,0,diabetes
糖尿病人有哪些禁忌,糖尿病有哪些饮食禁忌,1,diabetes
检查乙肝五项得多少钱,乙肝五项费用多少,0,hepatitis
青少年糖尿病血糖波动,糖尿病晚上睡前血糖高什么情况,1,diabetes
糖尿病酮体高怎么治疗？,妊辰糖尿病吃什么好,0,diabetes
孕期有糖尿病怎么办,孕期糖尿病总饿怎么办,0,diabetes
我的尿糖3个加号，血糖2个加号是糖尿病吗,查出尿液里葡萄糖1+5.5，是糖尿病吗,1,diabetes
什么茶可以预防糖尿病,糖尿病患者喝什么牛奶好,0,diabetes
复方乙肝领队脂肪肝好吗,服些什么药对我的效果好,0,hepatitis
糖尿病会失明吗,1型糖尿病在未来有望治愈吗？或者国外的,0,diabetes
糖尿病人吃药后低血糖反应怎么办,糖尿病饮食指南下载,0,diabetes
孕妇怎么判断自己是否有糖尿病,妊娠期糖尿病的诊断标准是什么？,1,diabetes
性接触是如何感染艾滋病毒的,肖，我想与艾滋病毒携带者性接触一次会受感染吗，大概多久有临床表现,1,aids
担心会不会感染艾滋病hiv,看看这样会感染hiv吗,1,aids
如何在飞机上保存胰岛素,糖尿病患者带胰岛素坐飞机需要注意什么,1,diabetes
糖尿病住什么科,糖尿病导致的面部神经不适看什么科室，怎…,1,diabetes
13岁孩子患1型糖尿病能治好吗？,医生你好，糖尿病严重了尿毒症了，该怎么,0,diabetes
糖尿病酮症酸中毒（DKA）的患者为什么会出现腹痛？,糖尿病肾病能治好吗,0,diabetes
肺气肿高血压胃扩张心脏病如何调理,男，60岁，有高血压和心脏病，最近眼泡肿，脸上有血丝一样的，红，是什么原因，应该怎么办,0,hypertension
肥胖糖尿病人如何减肥,2型糖尿病如何减肥,1,diabetes
糖尿病人便秘，怎么办？,糖尿病人便秘怎样治疗,1,diabetes
得了艾滋病会死吗,艾滋病会死人吗,1,aids
口交感染艾滋病的几率是多少,我这个行为本身感染艾滋病的几率有多少,0,aids
前列腺液会传播艾滋病吗,前列腺液带有艾滋病吗,1,aids
高血压人能拔牙,高血压可以拔牙吗，应注意什么,1,hypertension
被艾滋病患者指甲抓破抓伤会感染艾滋病吗,被艾滋病人用手指甲弄伤，会感染吗也不,1,aids
甲状腺肿大会引起糖尿病吗,春季糖尿病人痛风甲亢病人吃什么,0,diabetes
乳腺癌骨转移治疗方法,乳腺癌最好治疗方法？,0,breast_cancer
被艾滋病患者咬了一下会感染艾滋病吗,蝈蝈咬了别人，然后不一会，又我又被那蝈蝈咬了，会得艾滋病吗,0,aids
妊娠糖尿病可以吃苦瓜吗,糖尿病可不可以吃南瓜,1,diabetes
糖尿病病人能喝三七粉吗,糖尿病吃什么好的快，可以吃钙片吗,1,diabetes
血糖高需要打胰岛素吗,糖尿病如何使用艾灸,0,diabetes
糖尿病和吃糖有关系吗,有谁知道重组甘精胰岛素的价格？,0,diabetes
妊娠糖尿病会导致头晕吗,糖尿病经常头痛头晕是怎么回事,1,diabetes
糖尿病肾病是什么病,糖尿病患者长期注射胰岛素一段时间不注射可以吗,0,diabetes
艾滋病人的血液干涸了还会传染吗,这种血液间接会传染艾滋病吗,0,aids
乙肝病毒感染恢复期是什么病,肝硬化，乙肝大三阳在饮食上需要注意些什么,0,hepatitis
乙肝者我做收银办健康证，能行吗,乙肝病毒携带者可以到上海办健康证吗,1,hepatitis
恶性高血压怎么办,高血压房颤前列腺增生，服哪种药好？在服,0,hypertension
糖尿病病人能否出差或旅游？,糖尿病怎样旅游,1,diabetes
我在饭后子个半小时血糖12.5用吃药吗,糖尿病前期需要吃降糖药吗,1,diabetes
血液会传染艾滋病吗,我有一次和一个不是艾滋病的人但粘有艾滋病血液的人握手会被传染吗,1,aids
乙肝表面抗体、核心抗体、e抗体呈阳性严重吗传染吗,乙肝表面抗体阳性，e抗体阳性，核心抗体阳性严重吗,1,hepatitis
糖尿病如何治疗效果好？,治糖尿病效果好的口服药有哪些？知道的帮帮我谢谢！,0,diabetes
1糖尿病会遗传吗,一型糖尿病女人能否生小孩,1,diabetes
糖尿病血糖仪准确吗,血糖仪,1,diabetes
糖尿病可吃葛薯煲汤吗,一般糖尿病人胰岛素打多少单位,0,diabetes
糖尿病蛋白尿怎么回事,糖尿病肾病的发病率很高吗？,0,diabetes
高血压可以做白内障手术吗,有高血压的人是否可以做白内障,1,hypertension
艾滋病人体液溅到眼睛里会感染艾滋病吗,没有接触体液会感染艾滋病么,0,aids
有高血压的人可以吃驴肉吗,高血压患者喝蜂蜜水好吗,0,hypertension
糖尿病需要补充维生素吗,胰岛素在什么部位打最好,0,diabetes
口交kj会传染aids吗,口角会传染艾滋病吗,1,aids
艾滋病窗口期会出现腹泻症状吗,艾滋病腹泻怎么回事哦，回啦多久啊艾滋病腹泻怎么回事哦，回啦多久啊,0,aids
糖尿病会引起包皮裂口发紧吗,产检需要做糖耐量试验吗？,0,diabetes
糖尿病人会尿频尿急吗？怎么回事？,生物学糖尿病病人多尿的原因,1,diabetes
糖尿病早期治疗的关键,糖尿病前期该怎么治疗,1,diabetes
高血压会导致眼睛看不见吗？我奶奶一直都有高血压，前2个月她的眼睛看不见，是因为高血压吗？,高血压引发的失明能康复吗？,0,hypertension
有高血压胆结石怎么治疗,有高血压，颈椎病，怎么治疗？,0,hypertension
有面瘫症况和高血压应该怎么办和治疗,高血压中风了有点面瘫，在做针灸治疗，又查出心脏动脉硬化？应该怎么治疗？,1,hypertension
妊娠高血压吃什么降压？。高压133低压99，胸闷怎么办妊娠高血压该吃什么药？,妊娠期高血压护理查房,0,hypertension
餐后血糖高算糖尿病吗,空腹血糖5.23餐后11.65是糖尿病吗,1,diabetes
高血压病人去输液，就是那种软化血管的液体，好不好，病人常年患高血压,高血压心脏病这么治疗,0,hypertension
胰岛素究竟要如何注射？,糖尿病吃什么偏方有效,0,diabetes
乙肝疫苗加强针第三针晚了一个月打，有效果吗,宝宝左手注乙肝疫苗第二针是否有影响,1,hepatitis
乳腺增生手术怎么治疗,乳腺增生怎么治，,0,breast_cancer
小便时尿液发黄有股甜味，是否有糖尿病？,我经常感到四肢麻木是否为糖尿病并发症,0,diabetes
高血压患者要少吃盐吗,老年人高血压的特点,0,hypertension
乳腺癌转移到肺能活多久,乳腺癌已经肺部转移了还能活多久？,1,breast_cancer
糖尿病人需注意那些事项?,得了糖尿病的处理方法,0,diabetes
47岁记忆力减退和糖尿病有关系吗,空腹血糖是什么意思,0,diabetes
年龄77，有高血压和糖尿病能做心脏造影吗,有高血压的人能进行造影吗,1,hypertension
请问这高血压怎么医治,怎样医治高血压怎么样医,0,hypertension
肛交会传染艾滋病吗,kj会传染上艾滋病吗,0,aids
乳腺增生和什么有关系,乳腺增生和乳腺癌有关系吗？,0,breast_cancer
糖尿病能不能喝酸奶,一型糖尿病能治好吗,0,diabetes
慢性乙肝患者吃些什么食物比较好,慢性乙肝的人应该吃些什么,1,hepatitis
糖尿病患者，肚子疼腰疼，怎么回事啊,糖尿病；吃药好还是打针好？,0,diabetes
乳腺增生会引起乳腺癌吗,得了乳腺增生会恶化成乳腺癌吗,1,breast_cancer
糖尿病查血糖10.3，查尿酮体+3怎么办?,糖尿病有几型？哪几型？如何区分的？,0,diabetes
糖尿病脚开始烂了该怎么办,糖尿病疲劳是怎么回事,0,diabetes
高血压和眼睛疼是什么关系，也有颈椎问题,高血压会导致眼睛的涨疼吗？,1,hypertension
请问70岁高血压的老人可以坐长途火车和船吗,高血压能坐长途车吗,1,hypertension
糖尿病人胳膊麻木怎么办？,糖尿病引起手脚麻木怎么治疗,1,diabetes
乙肝大三阳能转阴吗,乙肝能否转阴,1,hepatitis
胰岛素泵是如何发挥作用的？,糖尿病的人可以吃鸡蛋吗，若可以的话，每天吃个两三个行吗？,0,diabetes
糖尿病需要长期服药吗,糖尿病患者注射胰岛素是否需要长期注射？,0,diabetes
我是妊娠糖尿病，糖耐量2项升高请问算不算是糖尿病,糖尿病可以喝黄芪精口服液吗？,0,diabetes
艾滋病是怎么回事,艾滋病患者腿部肌肉酸痛是怎么回事,0,aids
吃什么蔬菜，水果之类的可以降糖尿病,糖尿病人吃松子可以降血糖吗,1,diabetes
怎么知道是一型糖尿病，还是二型糖尿病？,请问糖尿病的原因有什么啊？,0,diabetes
乙肝表面抗体阳性是什么意思是不是,乙肝表面抗体是阳性，什么意思,1,hepatitis
患糖尿病患者足部溃疡发炎如何治疗？,糖尿病足应该如何治疗?,1,diabetes
患者患有糖尿病和高血压，突然晕倒就没醒来，是怎么回事,高血压最近头晕是怎么回事？,0,hypertension
怎么判断是否患上糖尿病,胰岛素的定义,0,diabetes
1型糖尿病打胰岛素血糖降不下来怎么办?,（2型）糖尿病血糖控制不好怎麽办,0,diabetes
早期乳腺癌会有哪些不适,早期乳腺癌有什么症状呢？,1,breast_cancer
尿糖高是怎么回事,尿糖高跟尿毒症有关吗,0,diabetes
艾滋病会传染吗,口交会传染艾滋病吗，如果女方有艾滋会传染吗,0,aids
血糖是什么意思,血糖的含义,1,diabetes
二型糖尿病打胰岛素会否产生依赖性,是否真的有胰岛素片？,0,diabetes
乙肝抗病毒药物有那些,乙肝患者如何选择保肝药物,0,hepatitis
检查乙肝验血需要空腹吗,可以告诉我吗。乙肝两对半检查在哪里可以检查,0,hepatitis
乳腺癌骨转移全身疼痛怎么办,乳腺癌早期会骨转移吗?,0,breast_cancer
糖尿病患者脚肿怎么办？？,万医生你好我老父亲糖尿病脚肿怎么治好,1,diabetes
二型糖尿病打何种胰岛素好,糖尿病会掉头发吗,0,diabetes
有高血压病在生活方面要注意哪些,高血压患者能吃避孕药吗,0,hypertension
糖尿病会有什么症状？,糖尿病人能吃四物汤吗,0,diabetes
高血压的食谱,高血压合并糖尿病食谱,1,hypertension
口交kj会传染aids吗,看图是fhsahfoiasefjoisdjoi,0,aids
这是高血压性心脏病吗,高血压性心脏病是什么意思,1,hypertension
老公有糖尿病最近舌头发黑咋回事啊,糖尿病下肢皮肤发黑是怎么回事？,1,diabetes
口交传染艾滋病的可能性大吗,口交也会传染艾滋病吗,0,aids
这样会感染吗,这样会传染艾滋吗,1,aids
糖尿病和高血压的关系,大夫你好，我的高血压和生气有关系吗？有,0,hypertension
糖尿病人尿蛋白（+-）需要怎样治疗,糖尿病患者尿蛋白3个加号需要怎么治疗,1,diabetes
全身瘙痒会不会是得艾滋病,身上有红斑是艾滋病吗全身骚痒,1,aids
糜烂性胃炎和肠炎吃点什么药，我有糖尿病,糖尿病人醉酒后还能打胰岛素？,0,diabetes
血压170能不能坐飞机,有高血压，及房颤能坐飞机吗？,1,hypertension
糖尿病出汗吗,体检空腹葡萄糖是7.02，是糖尿病吗,0,diabetes
我高血压150，低100。有人告诉我，蒸桑拿大量出汗，能够使血压正常，行吗,高血压病人可以吃海参吗？,0,hypertension
糖尿病酮体高是怎么回事,糖尿病酮体+2是怎么回事,1,diabetes
糖尿病人吃什么人参,糖尿病人可以吃莲子吗,1,diabetes
糖尿病有危险吗？,糖尿病阳痿的危害,1,diabetes
你好，糖尿病可以办健康证吗？,糖尿病人可以办健康证吗,1,diabetes
糖尿病早期是什么症状,糖尿病需要住院吗？,0,diabetes
低血糖的人，会不会患有糖尿病呢？,35%尿毒症病人患糖尿病吗？,0,diabetes
高血压患者可以食用胡萝卜汁吗,请问高血压者能吃南瓜吗,1,hypertension
高血压病人可以吃冬虫夏草吗？如果可以怎么个吃法？,高血压可以吃宁可舒片吗,0,hypertension
乳腺癌晚期骨转移严重吗,乳腺癌骨转移还能治疗吗?,0,breast_cancer
厕所马桶卫生纸会传染艾滋病毒吗,再问一下，马桶会感染艾滋吗有恐艾，需要疏导，谢谢,1,aids
糖尿病人晚上脚底凉是怎么回事？,糖尿病人为什么发冷,1,diabetes
查乙肝两对半和胸透要多少钱,我只想问乙肝和做胸透的价格是多少,1,hepatitis
糖尿病人的白内障如何治疗,糖尿病手术治疗费用是多少？？？,0,diabetes
艾滋病可以通过口交传染吗,女方给我无套口交，会传染艾滋病吗,1,aids
糖尿病什么情况需要打胰岛素,刚发现患糖尿病，就需要打胰岛素吗？,1,diabetes
在大连乙肝携带者可以办健康证,乙肝小三阳，但肝功能正常，可以办健康证吗,1,hepatitis
高血压是什么引起的？？？,高血压怎么医治补充提问,1,hypertension
糖尿病可以每天早上吃鸡蛋吗糖尿病可以每天早上吃鸡蛋吗,糖尿病人能吃菠萝,0,diabetes
高血压脑堵塞怎么办,高血压和脑血栓如何治疗？,1,hypertension
伤口间接接触了艾滋病人的体液、血液、分泌物会被传染吗,被艾滋病人血液污染过的碘伏给我正在流血的伤口擦会感染吗,1,aids
HIV携带者可以要孩子吗,我会染上艾滋病毒吗要不要进行HIV检测,0,aids
高血压能喝豆浆吗？,张悟本老师的绿豆食疗法真的能治疗好高血压吗,1,hypertension
糖尿病人饮食应该注意些什么/..,得糖尿病、高血压的老人吃什么好,1,diabetes
糖尿病人喝牛奶可以吗,糖尿病老人能喝牛奶吗,1,diabetes
治疗乙肝大三阳是中药还是西药效果好呀,乙肝大三阳吃兔子肉好吗,0,hepatitis
妊娠糖尿病可以吃鸭肉吗,糖尿病人吃玉米可以吗,0,diabetes
糖尿病性视网膜病变什么是,糖尿病视网膜病变三期只能做激光吗,0,diabetes
舌吻会传染艾滋病吗,和一个爱滋病舌吻会传染吗,1,aids
1型糖尿病的遗传几率,糖尿病需住院吗,0,diabetes
高血压可以喝每天喝一个啤酒吗,听说鬼针草煎水喝能治疗高血压是吗？能长期喝吗？,0,hypertension
乙肝表面抗原是阳性，甲胎蛋白AFP是阴,乙肝表面抗原、表面抗体呈阳性正常吗,1,hepatitis
请问尿糖有加号一定是糖尿病吗,如何检查是不是患有糖尿病,0,diabetes
糖尿病人吃了紧急避孕药,糖尿病10多年打了胰岛素能停吗,0,diabetes
脂肪肝怎么治疗,复方乙肝领队脂肪肝好吗,1,hepatitis
妊娠糖尿病加贫血怎么办,得了糖尿病又得了严重贫血怎么办？,1,diabetes
糖尿病引起的肝硬化该怎样冶疗,糖尿病合并肝硬化脾大要切除吗,1,diabetes
吃高血压的药是否会皮肤瘙痒和性功能的问题,你好我父亲是高血压患者请问服用高血压药物是否会引起皮肤掻痒,0,hypertension
乳腺癌骨转移治疗方法,乳腺癌哪些方法治疗最好？,0,breast_cancer
我的血糖在5.37是妊娠糖尿病吗,怀孕血糖高是否为孕期糖尿病？,1,diabetes
糖尿病人的尿会甜的吗,.尿有甜味糖尿病吗,1,diabetes
高血压不吃药可以吗？,你好！高血压不吃药可以吗！10015,1,hypertension
乳腺癌手术后还能活多久,乳腺癌中晚期还能活多久呢,0,breast_cancer
糖尿病怎么能降血糖,糖尿病患者尿频怎么办,0,diabetes
乳房有硬块是不是乳腺癌,乳房有硬块会导致乳腺癌吗,1,breast_cancer
有糖尿病的人能做心脏造影吗,请问糖尿病人做心脏造影会发生凝血吗？,1,diabetes
二型糖尿病患者注射胰岛素的量怎么确定,糖尿病人适合打胰岛素吗？,1,diabetes
糖尿病人会昏迷吗,昏迷是糖尿病的原因吗,1,diabetes
糖尿病对孕妇和胎儿有影响没,糖尿病眼底出血做激光大概多少钱,0,diabetes
口交感染艾滋病的几率是多少,如果只是被朋友无套口交，感染艾滋病的几率多大呀,1,aids
糖尿病可以吃白萝卜加冰糖吗,糖尿病人可以吃木糖醇,1,diabetes
检查高血压病的费用,高血压降不下来怎办,0,hypertension
糖尿病吃红枣可以吗,你好，糖尿病人能吃什么水果,1,diabetes
糖尿病人用中医可以治好吗,糖尿病中药治疗方法,1,diabetes
乳腺癌晚期骨转移严重吗,乳腺癌骨转移有奇迹吗？,0,breast_cancer
糖尿病能引起下肢浮肿吗？,糖尿病是会全身浮肿吗,1,diabetes
我可以打乙肝疫苗吗,打乙肝疫苗可以吗,1,hepatitis
糖耐量检查高是糖尿病吗,糖尿病患者被狗咬了能打针吗,0,diabetes
为什么容易患糖尿病,糖尿病为什么男的容易得,0,diabetes
有高血压和肺气肿怎么办,肺气肿高血压胃扩张心脏病如何调理,1,hypertension
高血压什么时间服药最好,怀孕期间高血压怎么办,0,hypertension
艾滋病人的血液干涸了还会传染吗,艾滋病毒离开人体几分钟之内就会失去活性么血液中的病毒还能继续传染么,0,aids
尿液汗液会传染艾滋病吗,裤子沾到艾滋病的精液或者尿液会感染艾滋病吗,0,aids
乳腺增生和乳腺癌有什么区别,乳腺癌和乳腺增生的区别？,1,breast_cancer
怎么知道是一型糖尿病，还是二型糖尿病？,怎样判断出一型还是二型糖尿病？,1,diabetes
糖尿病患者怀孕期间不打胰岛素可以吗,妊娠糖尿病什么情况下需要打胰岛素？,1,diabetes
深圳入职体检要检查乙肝吗谢谢,乙肝系列化验单是否有问题、,0,hepatitis
乳腺增生的病因有哪些,乳腺增生的病因是什么,1,breast_cancer
年轻人为什么会得糖尿病了,南瓜籽保健品糖尿病,0,diabetes
尖锐湿疣会引发艾滋病吗,有尖锐湿疣会不会是艾滋病,1,aids
糖尿病人流汗是什么原因,糖尿病怎么总爱出汗,1,diabetes
高血压会导致无力吗,有高血压，加上身体缺盐，是否会导致全身无力，无精打采？,1,hypertension
糖尿病会中风吗,中风和糖尿病有关吗,1,diabetes
我母亲47岁，刚得糖尿病该怎么治疗！,糖尿病要怎么治疗？,1,diabetes
我想问问高血压是怎么引起的？,有什么好办法治疗高血压吗？,1,hypertension
体检查出乙肝小三阳，肝功能异常，脂肪肝，怎么治疗,急乙肝大三阳并伴有脂肪肝该怎么治,1,hepatitis
做乙肝两对半检查多少钱,乙肝HBVDNA检查的作用,0,hepatitis
糖尿病患者能否注射甲流疫苗,糖尿病患者可以打甲流疫苗吗,1,diabetes
乳腺纤维瘤是乳腺癌吗,乳腺纤维瘤是乳腺癌的前兆吗？？？？？,1,breast_cancer
为什么会得2型糖尿病？,糖尿病人手关节疼的原因是？,0,diabetes
艾滋病会不会通过蚊子传播,蚊子碰到伤口会传染艾滋病吗,1,aids
我血脂高高血压胆固醇怎么办,胆固醇高血压低怎么办？,1,hypertension
我是否糖尿病？需服药吗？,糖尿病服药3年了，需要换药吗？,0,diabetes
高血压长期服用减肥药，我想问一下这样长期下来对身体好不好的,我妈妈有高血压，吃怎样的减肥药最安全,1,hypertension
有高血压的人是否可以做白内障,高血压患者可以运动吗？,0,hypertension
乳腺增生会引起乳腺癌吗,乳腺增生会导致乳腺癌吗？,1,breast_cancer
新生儿第一针乙肝免疫球蛋白和第二针间隔多久谢谢,乙肝疫苗第二针可以早两天打吗,1,hepatitis
乳腺增生和乳腺癌有关系吗,我想问下乳腺增生和乳腺癌区别？,0,breast_cancer
胰岛素抵抗的含义,尿糖,0,diabetes
妊娠糖尿病可以吃开心果吗,瓜子糖尿病人能吃吗,1,diabetes
你好，请问高血压吃药可以怀孕吗,在什么的情况下高血压才必须服药,0,hypertension
妊娠高血压引起蛋白尿吃什么水果食物好呢孕妇应该吃什么水果好？,您好，，妊娠高血压可以吃什么药呢？,0,hypertension
糖尿病能吃紫灵芝吗,糖尿病吃紫灵芝可以吗？,1,diabetes
糖尿病的最佳治疗方案是啥,糖尿病初期的最佳疗法,1,diabetes
糖尿病人能喝大枣水吗,糖尿病病人能吃大枣吗?,1,diabetes
糖尿病并发症胃肠神经病变是什么症状？有有,糖尿病心衰症状有哪些,0,diabetes
乙肝父婴传播几率高吗,乙肝会母婴传播吗,1,hepatitis
请问双眼糖尿病性视网膜病变4期该怎么办,糖尿病视网膜神经病变如何治疗,1,diabetes
糖尿病能喝汤吗,糖尿病的人生小孩会遗传吗,0,diabetes
尿糖阳性血糖正常是糖尿病吗,6.03是血糖高吗？多少为糖尿病了。,0,diabetes
糖尿病的人手脚麻木该怎么治,糖尿病1型的运动怎样做？,0,diabetes
有高血压症，但头痛怎么办,患有高血压又有贫血怎么办,0,hypertension
乙肝患者可以拿到健康证吗,乙肝可以办健康证乙肝可以办健康证,1,hepatitis
糖耐量受损可以吃海鲜吗,糖耐量异常的治疗原则,1,diabetes
高血压能不能根治呢？,你好我想咨询一下高血压能治好吗,1,hypertension
艾滋病毒在空气中能存活多久呢,艾滋病毒在空气中的存活时间到底有多久,1,aids
乳腺癌肿瘤标志物的特点,乳腺癌脑转移肿瘤标志物升高么,0,breast_cancer
hiv出现皮疹痒吗,得了艾滋病会不会痒,0,aids
糖尿病注射胰岛素过敏该换什么药吃,糖尿病肾病用什么降糖药,0,diabetes
高血压引起的眼底出血怎么治,高血压会引起眼底出血，一眼底出血会引起眼睛看不见、怎么治疗呢？,1,hypertension
糖尿病前期,请问血糖18是属于糖尿病吗？,0,diabetes
糖尿病人出汗是甜的吗,糖尿病人的汗液含有糖分吗,1,diabetes
干细胞移植治疗糖尿病要多少费用,糖尿病干细胞大概需要多少费用,1,diabetes
水果吃多了会得糖尿病吗？,吃得少会得糖尿病吗,1,diabetes
糖尿病多尿的原因,我是糖尿病人，最近尿频是什么原因,1,diabetes
糖尿病性神经病怎样治疗？,糖尿病神经病变要怎样医治？,1,diabetes
糖尿病到什么时候该打胰岛素,孕后期检查尿糖高会是糖尿病吗,0,diabetes
糖尿病肾病能吃三七粉吗,糖尿病人能喝牛尾汤吗,0,diabetes
糖尿病特别饿怎么办,糖尿病发作如何处理？才好？,0,diabetes
乳腺癌手术后一定要化疗吗,乳腺癌手术后需化疗吗,1,breast_cancer
尿液吸引好多的蚂蚁，就是糖尿病吗？,我的尿有甜味是糖尿病吗,1,diabetes
二型糖尿病能要小孩吗,2型糖尿病是否有遗传,1,diabetes
糖尿病肾病v期怎么治,糖尿病肾病在美国怎么治疗,0,diabetes
什么是二型糖尿病呢,2型糖尿病,1,diabetes
为什么说中国是糖尿病大国,中国有多少人得糖尿病,1,diabetes
乳腺癌一定要切除乳房么,乳腺癌之后是不是要切除乳房？,1,breast_cancer
高血压需要长期服药吗？中药还是西药？,我是高血压吗要不要长期服降压药,1,hypertension
艾滋病是怎样传播给别人的,麻烦问艾滋病是怎么传播的,1,aids
是不是妊娠期糖尿病,口渴是不是糖尿病前兆？,0,diabetes
糖尿病血糖控制范围是多少？,糖尿病2型要怎么控制血糖？,1,diabetes
糖尿病轻重怎样看的,判断糖尿病严重程度的标准,1,diabetes
医生你好，请问高血压的人能吃三七粉吗？,高血压患者能吃三七粉吗,1,hypertension
柚子皮煮水治乙肝,柚子皮治疗乙肝好吗,1,hepatitis
治疗乙肝大三阳有什么方法,治疗乙肝的最新方法,1,hepatitis
慢性乙肝的病因是什么,乙肝为什么易慢性化,1,hepatitis
乳腺癌转移扩散可以手术吗,乳腺癌多发骨转移可以做氩氦刀手术吗？,1,breast_cancer
空腹血糖7.3，可否诊断糖尿病？,我早上空腹查血糖7.0这是糖尿病吗？,1,diabetes
这样会感染吗,这样会被感染吗,1,aids
糖尿病合并乳腺癌如何用药,糖尿病的尿为什么会是甜的？,0,diabetes
糖尿病人白内障能否手术,糖尿病人白内障能做手术吗,1,diabetes
手淫自慰是否会感染艾滋病,担心手接触别人的阴道分泌物手淫感染艾滋病,1,aids
高血压吃什么药好。药店能买到的。,高血压病人如何服用天,1,hypertension
乙肝大三阳能熬夜吗,乙肝大三阳能通过婚检吗,0,hepatitis
乳腺癌晚期还能活多久呢,被医院查出有乳腺癌还能活多久？,0,breast_cancer
妊娠糖尿病对胎儿的影响吗,有什么中药偏方可治糖尿病吗？,0,diabetes
这是糖尿病吗？什么原因尿糖这么高？,吃香蕉荔枝会使尿糖高吗,1,diabetes
乙肝疫苗需要打几次,我每年需要打乙肝疫苗吗,1,hepatitis
如何防止糖尿病足.。。。我妈卧床,预防糖尿病足最好方法,1,diabetes
餐后的血糖12.5吃达美康行吗,糖尿病服用药好还是打胰岛素比较好谢谢,0,diabetes
乳房疼痛是乳腺癌吗,乳房疼痛是乳腺癌吗,1,breast_cancer
乙肝六项阴性是什么意思,乙肝245阳性是什么意思乙肝245阳性是什么意思,1,hepatitis
糖尿病引起的便秘怎么办,糖尿病并发便秘如何治疗？,1,diabetes
妊娠糖尿病对孩子危害,是否能诊断糖尿病,0,diabetes
我丈夫有高血压能要孩子吗,我老公在我怀孕之前都有高血压90140吧。怀孕了是否对胎儿有影响,1,hypertension
高血压能吃什么呢？饮食有哪些禁忌？,高血压、高血脂、房颤，能不能做胆结石手术,0,hypertension
有高血压和糖尿病的人能吃花生和瓜子吗,高血压，畜血糖能吃醋泡花生米吗？花生是,1,hypertension
